HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN,_FETCH_IDX
2015-4,20150105,(주)동일팜텍,수입식품등 수입ㆍ판매업,"서울특별시 강남구 남부순환로 2734 (도곡동, 중앙빌딩 3층)",감마리놀렌산함유유지,면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로 160~300 mg/일,"영.유아, 어린이는 섭취 전 의사와 상담하여야 함",1
2015-5,20150105,(주)동일팜텍,수입식품등 수입ㆍ판매업,"서울특별시 강남구 남부순환로 2734 (도곡동, 중앙빌딩 3층)",감마리놀렌산함유유지,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 210~300 mg/일,-,1
2015-8,20150317,(주)동일팜텍,수입식품등 수입ㆍ판매업,"서울특별시 강남구 남부순환로 2734 (도곡동, 중앙빌딩 3층)",EPA 및 DHA 함유 유지,기억력 개선에 도움을 줄 수 있음(생리활성기능 2등급),EPA와 DHA의 합으로서 0.9~2 g/일,-,1
2014-2,20140129,(주)세광에스티코퍼레이션,수입식품등 수입ㆍ판매업,"서울특별시 금천구 가산디지털1로 1 (가산동, 더루벤스밸리 1502호)",강황 추출물(터마신),관절건강에 도움을 줄 수 있음(생리활성기능 2등급),강황 추출물로서 1 g/일,"1) 영.유아, 임산부, 수유부는 섭취에 주의
2) 강황 알레르기 체질이거나 특정질환(담낭질환 등)이 있는 분은 섭취에 주의
3) 제안된 섭취량 이상 섭취 시 소화불량, 위장장애, 메스꺼움, 위산역류 등이 있을 수 있음",1
2014-10,20140423,주영엔에스(주),수입식품등 수입ㆍ판매업,"서울특별시 서초구 사임당로1길 15 (소담빌딩,3층)",오메가-3 지방산 함유 유지,기억력 개선에 도움을 줄 수 있음(생리활성기능 2등급),DHA와 EPA의 ㅎ바으로서 0.9~2 g/일,-,1
2019-26,20191105,코스맥스엔에스(주),수입식품등 수입ㆍ판매업,"서울특별시 강남구 테헤란로 145 , 401호(역삼동, 우신빌딩)",리스펙타 (Respecta®) 프로바이오틱스,첨부 파일 참고,,,1
2007-23,20071214,풀무원건강생활(주),수입식품등 수입ㆍ판매업,충청북도 증평군 도안면 원명로 35,PMO참밀알부민,,,,1
2011-39,20111026,씨제이웰케어,수입식품등 수입ㆍ판매업,서울특별시 중구 동호로 330 씨동 102호,크랜베리 추출물,요로에 유해균 흡착 억제로 요로건강에 도움을 줄 수 있음(기타기능 II),크랜베리추출물로서 500mg/일,-,1
2011-16,20110511,뉴스킨코리아(주),수입식품등 수입ㆍ판매업,"서울특별시 강남구 봉은사로86길 6 (삼성동,1층)",동충하초 유래 P. hepiali 균사체(Cs-4) 추출물,지구력 증진에 도움을 줄 수 있음,동충하초 발효 추출물로서 2.5 g/일,"1) 어린이, 임산부, 수유부는 섭취에 주의
2) 섭취 시 가벼운 위 불쾌감 유발 가능
3) 혈당강하제, 항응고제, 항우울제와 병용 시 섭취에 주의",1
2017-5,20171010,(주)두한바이오,건강기능식품벤처제조업,서울특별시 서초구 강남대로 27 1204호(양재동 aT센터),호로파종자 등 추출복합물,남성의 갱년기 건강에 도움을 줄 수 있음,호로파종자 등 추출복합물로서 400 mg/일,1) 땅콩 알레르기가 있는 사람은 섭취에 주의,1
2019-8,20190517,풀무원건강생활(주),건강기능식품전문제조업,충청북도 증평군 도안면 원명로 35,상황버섯등 추출복합물,혈관 건강 개선을 통해 혈행개선에 도움을 줄 수 있습니다.,,,1
2019-12,20190705,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 송파구 송파대로 201 (문정동) 테라타워Ⅱ A동 1404호~1410호,피쉬 콜라겐펩타이드,자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음,"신청원료로서 3,270mg/일 (콜라겐펩타이드로서 3,000mg)",,1
2019-13,20190705,국립농업과학원본원동,집단급식소,전북특별자치도 완주군 이서면 농생명로 166,쑥부쟁이추출분말,-,,,1
2019-14,20190705,(주)녹십자웰빙,건강기능식품전문제조업,"경기도 성남시 중원구 둔촌대로 474, 선택시티 813호 (상대원동)",그린세라-F (인동덩굴꽃봉오리추출물),위점막을 보호하여 위건강에 도움을 줄수 있음,인동덩굴꽃봉오리추출물로서 250mg/day,1. 임산부 및 영유아의 경우 섭취에 주의하시오. 2. 알레르기 체질이거나 특정질환이 있는 분은 섭취에 주의하십시오. (각항목에 대한 섭취 근거 부족),1
2019-25,20191113,광동헬스바이오(주),건강기능식품전문제조업,충청북도 청주시 청원구 양청송대길 39,로즈마리자몽추출복합물,자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음,100~250 mg/day,"의약품(혈압강하제, 부정맥치료제, 고지혈증치료제, 항응고제 등)을 복용하시는 분은 섭취 전 의사와 상담",1
2019-27,20191113,(주)키토라이프,건강기능식품전문제조업,경기도 평택시 산단로197번길 73 (),포도과피 효소발효추출물(KL-GEFE),안구건조 개선에 도움을 줄 수 있음,,,1
2008-68,20081112,(주)네츄럴라이프,건강기능식품수입업,"서울특별시 성북구 화랑로32길 76(1층 석관동, B동)",Tonalin CLA FFA,"“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다."" (기타기능 II)",공액리놀레산으로서 1.7~4.0 g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다.",1
2007-9,20070709,주영엔에스(주),건강기능식품수입업,"서울특별시 서초구 사임당로1길 15(서초동,소담빌딩 3층)",헤마토코쿠스 CO2 초임계 추출물,“헤마토코쿠스 CO2 초임계추출물의 섭취는 눈의 피로도 개선에 도움을 줄 수 있습니다.”(기타Ⅱ등급),(Astaxanthin 으로서 6 mg/day),"- 제안된 섭취량 이상 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.                                                                                                                          
 - 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.                                                                                                                                                                                                                                                                                                                                         
 - β-carotene의 흡수를 저해할 수 있습니다.",1
2019-16,20190705,고려은단(주),건강기능식품전문제조업,경기도 성남시 중원구 사기막골로 100,루테인지아잔틴복합추출물,-,,,1
2008-17,20080324,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구 동호로 330(쌍림동),히알우론산나트륨,“피부 보습에 도움을 줄 수 있습니다.(기타Ⅱ)”,히알우론산나트륨으로써 120mg,"1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.
2) 알레르기 및 특이체질, 질병치료 중인 사람은 섭취를 피하는 것이 좋습니다.",1
2019-17,20190814,코스맥스바이오(주),건강기능식품전문제조업,충청북도 제천시 바이오밸리3로 30,차즈기추출물,눈의 피로도 개선에 도움,차즈기추출물의 일일섭취량은 500mg/일,임산부 및 수유부는 섭취에 주의한다.,1
2009-30,20090416,(주)디앤피천연물연구소,,경기도 용인시 처인구 포곡읍 501-2,밀크씨슬추출물,“간 건강에 도움을 줄 수 있으나 인체시험을 통한 확인이 필요함” (기타기능III),Silymarin으로서 250~360mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오",1
2009-26,20090402,(주)뉴트리션웨이브,건강기능식품수입업,"경기도 성남시 분당구 황새울로 234(수내동, 10-1번지 트라펠리스 931호)",Novasoy,“뼈 건강에 도움을 줄 수 있습니다.” (기타기능 II),이소플라본 비배당체로서 25mg/day,"1) 섭취시 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함.",1
2009-27,20090402,주영엔에스(주),건강기능식품수입업,"서울특별시 서초구 사임당로1길 15(서초동,소담빌딩 3층)",쏘이라이프(Soylife),“뼈 건강에 도움을 줄 수 있습니다.” (기타기능 II),이소플라본 비배당체로서 25mg/day,"1) 섭취 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함.",1
2014-27,20140703,(주)빅솔반월공장,,경기도 안산시 단원구 신원로133번길 35 (성곡동),UREX 프로바이오틱스,"유산균 증식을 통한 여성 질 건강에 도움을 줄 수 있음
 (생리활성기능 2등급)",신청원료로 9.7 mg/일 (프로바이오틱스로서 109 CFU/일,1) 알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담,1
2009-93,20091207,(주)알피코프,건강기능식품수입업,"서울특별시 강남구 봉은사로114길 12(삼성동,지상4층)",밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오",1
2010-48,20101101,(주)한국메디,건강기능식품전문제조업,경기도 평택시 포승읍 도곡리 89-6,소엽추출물,"면역 과민반응 개선에 도움을 줄 수 있으나 
인체에서의 확인이 필요함(기타기능III)",-,,1
2005-15,20050804,아미코젠(주)문산제2공장,건강기능식품전문제조업,경상남도 진주시 진성면 동부로1259번길 64,피니톨,간 건강에 도움을 줄 수 있음,섭취량:300mg/g,"영·유아, 임부나 수유부는 섭취에 주의, 알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담 필요합니다.",1
2011-37,20111025,씨제이제일제당(주),수입식품등 수입ㆍ판매업,서울특별시 중구 동호로 330,타가토스,식후 혈당조절에 도움을 줄 수 있음(기타기능II),D-tagatose 로서 5~7.5 g/일,1) 과량 섭취 시 위장장애가 발생할 수 있음,1
2009-28,20090416,주식회사 헥토헬스케어,수입식품등 수입ㆍ판매업,서울특별시 강남구 테헤란로 223 5층,프로바이오틱스(드시모네),"1) 유익한 유산균 증식, 유해균 억제, 배변활동 원활 2) 장 면역을 조절하여 장 건강에 도움을 줄 수 있음(기타기능II)",10^8 ~ 3x10^12,-,1
2009-23,20090416,(주)디앤피천연물연구소,,경기도 용인시 처인구 포곡읍 501-2,밀크씨슬추출물,“간 건강에 도움을 줄 수 있으나 인체시험을 통한 확인이 필요함” (기타기능III),Silymarin으로서 250~360mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오",1
2019-29,20191231,풀무원건강생활(주),건강기능식품전문제조업,충청북도 증평군 도안면 원명로 35,대두추출물등 복합물(메노세라),갱년기 여성 건강에 도움,대두추출물등 복합물로서 190 mg/일,"영유아, 어린이, 임산부와 수유부는 섭취에 주의한다, 대두 또는 호프에 알레르기를 나타내는 사람은 섭취에 주의한다 등.",1
2005-18,20050823,(주)상현화학,건강기능식품수입업,서울특별시 강남구,Tonalin CLA FFA,"“공액리놀레산(Conjugated Linoleic Acid)는 과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다.”

(과체중인 성인을 대상으로 한 인체시험에서 CLA를 섭취한 경우 체지방(fat mass)감소에 도움을 줄 수 있음이 많은 자료에서 확인되었으나 한국인을 대상으로 한 자료가 없었음. 따라서 반드시 ‘---에 도움을 줄 수 있습니다’의 형식으로 표시하여야 함.)","공액리놀레산(cis-9, trans-11 CLA, trans-10, cis-12 CLA, cis-9, cis-11 CLA, trans-9, trans-11 CLA 이성체의 합계량) 으로",". 위장장애가 발생할 수 있습니다.
2. 영유아, 임산부는 섭취를 삼가야 합니다.
3. 식사조절, 운동을 병행하는 것이 바람직합니다.",1
2012-25,20120928,(주)모아라이프플러스,건강기능식품전문제조업,대전광역시 유성구 테크노8로 13,청국장균배양정제물(폴리감마글루탐산칼륨),면역기능 증진에 도움을 줄 수 있음(생리활성기능 2등급),"폴리감마글루탐산칼륨으로서 1,000 mg/일","1) 어린이, 임신 또는 수유중인 여성은 섭취에 주의",1
2015-16,20150430,주영엔에스(주),건강기능식품수입업,서울특별시 서초구 서초동 사임당로1길 15 서초3동 1546-4 소담빌딩 3층,유단백추출물,뼈 건강에 도움을 줄 수 있음(생리활성기능 2등급),유단백추출물로서 40 mg,1) 우유에 알레르기를 나타내는 사람은 섭취 시 주의,1
2011-27,20111011,(주)일화,건강기능식품전문제조업,강원특별자치도 춘천시 동내면 거두단지2길 55,인삼가수분해농축액,혈당 조절에 도움을 줄 수 있음(기타기능 II),인삼가수분해농축액으로서 960 mg/일,"1) 의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의",1
2011-8,20110224,주식회사 노바렉스,수입식품등 수입ㆍ판매업,"경기도 의왕시 갈미1로 17 (내손동,의왕상록아파트 105동) 105동 1004호",녹차추출물,체지방 감소에 도움을 줄 수 있음(기타기능 II),카테킨으로서 0.3～0.5 g/일,"카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음",1
